sin;1,000000e-01;1,000000e-01;1,394469e+03
square;1,000000e-01;1,000000e-01;1,595368e+03
saw;1,000000e-01;1,000000e-01;1,333428e+03
sin;1,000000e-01;1,500000e-01;1,142935e+03
square;1,000000e-01;1,500000e-01;1,315718e+03
saw;1,000000e-01;1,500000e-01;1,082662e+03
sin;1,000000e-01;2,250000e-01;9,070769e+02
square;1,000000e-01;2,250000e-01;1,053398e+03
saw;1,000000e-01;2,250000e-01;8,503859e+02
sin;1,000000e-01;3,375000e-01;7,114742e+02
square;1,000000e-01;3,375000e-01;8,199966e+02
saw;1,000000e-01;3,375000e-01;6,550456e+02
sin;1,000000e-01;5,062500e-01;5,580311e+02
square;1,000000e-01;5,062500e-01;6,221386e+02
saw;1,000000e-01;5,062500e-01;5,001986e+02
sin;1,000000e-01;7,593750e-01;4,502053e+02
square;1,000000e-01;7,593750e-01;4,890117e+02
saw;1,000000e-01;7,593750e-01;3,858499e+02
sin;1,000000e-01;1,139063e+00;3,742367e+02
square;1,000000e-01;1,139063e+00;3,588285e+02
saw;1,000000e-01;1,139063e+00;3,064046e+02
sin;1,000000e-01;1,708594e+00;3,115459e+02
square;1,000000e-01;1,708594e+00;2,871283e+02
saw;1,000000e-01;1,708594e+00;2,497952e+02
sin;1,000000e-01;2,562891e+00;2,513239e+02
square;1,000000e-01;2,562891e+00;2,228577e+02
saw;1,000000e-01;2,562891e+00;2,030888e+02
sin;1,000000e-01;3,844336e+00;1,932352e+02
square;1,000000e-01;3,844336e+00;1,647661e+02
saw;1,000000e-01;3,844336e+00;1,605634e+02
sin;1,000000e-01;5,766504e+00;1,411804e+02
square;1,000000e-01;5,766504e+00;1,189819e+02
saw;1,000000e-01;5,766504e+00;1,243042e+02
sin;1,000000e-01;8,649756e+00;9,921848e+01
square;1,000000e-01;8,649756e+00;8,773304e+01
saw;1,000000e-01;8,649756e+00;9,455312e+01
sin;1,000000e-01;1,297463e+01;6,758729e+01
square;1,000000e-01;1,297463e+01;6,568754e+01
saw;1,000000e-01;1,297463e+01;7,357764e+01
sin;1,000000e-01;1,946195e+01;4,486677e+01
square;1,000000e-01;1,946195e+01;5,341025e+01
saw;1,000000e-01;1,946195e+01;5,725810e+01
sin;1,000000e-01;2,919293e+01;2,947624e+01
square;1,000000e-01;2,919293e+01;4,522780e+01
saw;1,000000e-01;2,919293e+01;4,382854e+01
sin;1,000000e-01;4,378939e+01;1,957530e+01
square;1,000000e-01;4,378939e+01;3,867222e+01
saw;1,000000e-01;4,378939e+01;3,365776e+01
sin;1,500000e-01;1,000000e-01;9,183832e+02
square;1,500000e-01;1,000000e-01;1,070383e+03
saw;1,500000e-01;1,000000e-01;8,621480e+02
sin;1,500000e-01;1,500000e-01;7,221442e+02
square;1,500000e-01;1,500000e-01;8,413617e+02
saw;1,500000e-01;1,500000e-01;6,644099e+02
sin;1,500000e-01;2,250000e-01;5,676512e+02
square;1,500000e-01;2,250000e-01;6,551331e+02
saw;1,500000e-01;2,250000e-01;5,084554e+02
sin;1,500000e-01;3,375000e-01;4,565359e+02
square;1,500000e-01;3,375000e-01;4,935836e+02
saw;1,500000e-01;3,375000e-01;3,916313e+02
sin;1,500000e-01;5,062500e-01;3,796209e+02
square;1,500000e-01;5,062500e-01;3,857309e+02
saw;1,500000e-01;5,062500e-01;3,086412e+02
sin;1,500000e-01;7,593750e-01;3,177640e+02
square;1,500000e-01;7,593750e-01;3,039577e+02
saw;1,500000e-01;7,593750e-01;2,518065e+02
sin;1,500000e-01;1,139063e+00;2,589658e+02
square;1,500000e-01;1,139063e+00;2,332235e+02
saw;1,500000e-01;1,139063e+00;2,073286e+02
sin;1,500000e-01;1,708594e+00;2,016322e+02
square;1,500000e-01;1,708594e+00;1,684233e+02
saw;1,500000e-01;1,708594e+00;1,662760e+02
sin;1,500000e-01;2,562891e+00;1,497880e+02
square;1,500000e-01;2,562891e+00;1,264994e+02
saw;1,500000e-01;2,562891e+00;1,301470e+02
sin;1,500000e-01;3,844336e+00;1,070777e+02
square;1,500000e-01;3,844336e+00;8,900975e+01
saw;1,500000e-01;3,844336e+00;1,000418e+02
sin;1,500000e-01;5,766504e+00;7,442844e+01
square;1,500000e-01;5,766504e+00;6,895085e+01
saw;1,500000e-01;5,766504e+00;7,816567e+01
sin;1,500000e-01;8,649756e+00;5,090240e+01
square;1,500000e-01;8,649756e+00;5,449248e+01
saw;1,500000e-01;8,649756e+00;6,084871e+01
sin;1,500000e-01;1,297463e+01;3,435328e+01
square;1,500000e-01;1,297463e+01;4,682285e+01
saw;1,500000e-01;1,297463e+01;4,777540e+01
sin;1,500000e-01;1,946195e+01;2,298858e+01
square;1,500000e-01;1,946195e+01;3,994926e+01
saw;1,500000e-01;1,946195e+01;3,659534e+01
sin;1,500000e-01;2,919293e+01;1,512256e+01
square;1,500000e-01;2,919293e+01;3,482602e+01
saw;1,500000e-01;2,919293e+01;2,886153e+01
sin;1,500000e-01;4,378939e+01;1,010834e+01
square;1,500000e-01;4,378939e+01;3,172147e+01
saw;1,500000e-01;4,378939e+01;2,611768e+01
sin;2,250000e-01;1,000000e-01;5,610282e+02
square;2,250000e-01;1,000000e-01;6,612567e+02
saw;2,250000e-01;1,000000e-01;4,989067e+02
sin;2,250000e-01;1,500000e-01;4,539051e+02
square;2,250000e-01;1,500000e-01;5,129425e+02
saw;2,250000e-01;1,500000e-01;3,852352e+02
sin;2,250000e-01;2,250000e-01;3,782917e+02
square;2,250000e-01;2,250000e-01;3,962956e+02
saw;2,250000e-01;2,250000e-01;3,051530e+02
sin;2,250000e-01;3,375000e-01;3,184798e+02
square;2,250000e-01;3,375000e-01;3,058839e+02
saw;2,250000e-01;3,375000e-01;2,493078e+02
sin;2,250000e-01;5,062500e-01;2,617368e+02
square;2,250000e-01;5,062500e-01;2,354649e+02
saw;2,250000e-01;5,062500e-01;2,058777e+02
sin;2,250000e-01;7,593750e-01;2,059014e+02
square;2,250000e-01;7,593750e-01;1,722725e+02
saw;2,250000e-01;7,593750e-01;1,659808e+02
sin;2,250000e-01;1,139063e+00;1,548462e+02
square;2,250000e-01;1,139063e+00;1,276837e+02
saw;2,250000e-01;1,139063e+00;1,316389e+02
sin;2,250000e-01;1,708594e+00;1,122811e+02
square;2,250000e-01;1,708594e+00;9,139795e+01
saw;2,250000e-01;1,708594e+00;1,027013e+02
sin;2,250000e-01;2,562891e+00;7,926448e+01
square;2,250000e-01;2,562891e+00;6,933589e+01
saw;2,250000e-01;2,562891e+00;8,116759e+01
sin;2,250000e-01;3,844336e+00;5,493482e+01
square;2,250000e-01;3,844336e+00;5,647327e+01
saw;2,250000e-01;3,844336e+00;6,364589e+01
sin;2,250000e-01;5,766504e+00;3,787873e+01
square;2,250000e-01;5,766504e+00;4,790859e+01
saw;2,250000e-01;5,766504e+00;4,981531e+01
sin;2,250000e-01;8,649756e+00;2,603072e+01
square;2,250000e-01;8,649756e+00;4,117380e+01
saw;2,250000e-01;8,649756e+00;3,805705e+01
sin;2,250000e-01;1,297463e+01;1,755995e+01
square;2,250000e-01;1,297463e+01;3,496000e+01
saw;2,250000e-01;1,297463e+01;3,031477e+01
sin;2,250000e-01;1,946195e+01;1,178248e+01
square;2,250000e-01;1,946195e+01;3,297932e+01
saw;2,250000e-01;1,946195e+01;2,718963e+01
sin;2,250000e-01;2,919293e+01;7,889911e+00
square;2,250000e-01;2,919293e+01;3,395897e+01
saw;2,250000e-01;2,919293e+01;3,996255e+04
sin;2,250000e-01;4,378939e+01;5,650600e+00
square;2,250000e-01;4,378939e+01;3,610547e+05
saw;2,250000e-01;4,378939e+01;1,508570e+05
sin;3,375000e-01;1,000000e-01;3,666962e+02
square;3,375000e-01;1,000000e-01;3,975841e+02
saw;3,375000e-01;1,000000e-01;3,132019e+02
sin;3,375000e-01;1,500000e-01;3,120866e+02
square;3,375000e-01;1,500000e-01;3,123076e+02
saw;3,375000e-01;1,500000e-01;2,573338e+02
sin;3,375000e-01;2,250000e-01;2,596064e+02
square;3,375000e-01;2,250000e-01;2,431945e+02
saw;3,375000e-01;2,250000e-01;2,137544e+02
sin;3,375000e-01;3,375000e-01;2,063305e+02
square;3,375000e-01;3,375000e-01;1,821716e+02
saw;3,375000e-01;3,375000e-01;1,734868e+02
sin;3,375000e-01;5,062500e-01;1,563747e+02
square;3,375000e-01;5,062500e-01;1,337548e+02
saw;3,375000e-01;5,062500e-01;1,363311e+02
sin;3,375000e-01;7,593750e-01;1,141298e+02
square;3,375000e-01;7,593750e-01;9,778003e+01
saw;3,375000e-01;7,593750e-01;1,044698e+02
sin;3,375000e-01;1,139063e+00;8,150725e+01
square;3,375000e-01;1,139063e+00;7,172455e+01
saw;3,375000e-01;1,139063e+00;8,100331e+01
sin;3,375000e-01;1,708594e+00;5,731890e+01
square;3,375000e-01;1,708594e+00;5,891132e+01
saw;3,375000e-01;1,708594e+00;6,413141e+01
sin;3,375000e-01;2,562891e+00;4,024345e+01
square;3,375000e-01;2,562891e+00;4,967969e+01
saw;3,375000e-01;2,562891e+00;5,020190e+01
sin;3,375000e-01;3,844336e+00;2,798928e+01
square;3,375000e-01;3,844336e+00;4,127141e+01
saw;3,375000e-01;3,844336e+00;3,884318e+01
sin;3,375000e-01;5,766504e+00;1,930058e+01
square;3,375000e-01;5,766504e+00;3,668830e+01
saw;3,375000e-01;5,766504e+00;3,070950e+01
sin;3,375000e-01;8,649756e+00;1,323768e+01
square;3,375000e-01;8,649756e+00;3,365743e+01
saw;3,375000e-01;8,649756e+00;2,624418e+01
sin;3,375000e-01;1,297463e+01;9,031135e+00
square;3,375000e-01;1,297463e+01;3,760095e+01
saw;3,375000e-01;1,297463e+01;4,256158e+01
sin;3,375000e-01;1,946195e+01;6,422015e+00
square;3,375000e-01;1,946195e+01;1,110964e+05
saw;3,375000e-01;1,946195e+01;1,116303e+05
sin;3,375000e-01;2,919293e+01;5,307930e+00
square;3,375000e-01;2,919293e+01;1,425968e+05
saw;3,375000e-01;2,919293e+01;1,043265e+05
sin;3,375000e-01;4,378939e+01;1,936588e+05
square;3,375000e-01;4,378939e+01;3,138587e+05
saw;3,375000e-01;4,378939e+01;2,472666e+05
sin;5,062500e-01;1,000000e-01;3,143516e+02
square;5,062500e-01;1,000000e-01;2,422784e+02
saw;5,062500e-01;1,000000e-01;3,000708e+02
sin;5,062500e-01;1,500000e-01;2,451321e+02
square;5,062500e-01;1,500000e-01;1,800358e+02
saw;5,062500e-01;1,500000e-01;2,421222e+02
sin;5,062500e-01;2,250000e-01;1,830671e+02
square;5,062500e-01;2,250000e-01;1,308367e+02
saw;5,062500e-01;2,250000e-01;1,881396e+02
sin;5,062500e-01;3,375000e-01;1,306909e+02
square;5,062500e-01;3,375000e-01;9,381269e+01
saw;5,062500e-01;3,375000e-01;1,403367e+02
sin;5,062500e-01;5,062500e-01;9,111755e+01
square;5,062500e-01;5,062500e-01;7,072924e+01
saw;5,062500e-01;5,062500e-01;1,024812e+02
sin;5,062500e-01;7,593750e-01;6,238879e+01
square;5,062500e-01;7,593750e-01;5,675189e+01
saw;5,062500e-01;7,593750e-01;7,565770e+01
sin;5,062500e-01;1,139063e+00;4,236785e+01
square;5,062500e-01;1,139063e+00;4,936042e+01
saw;5,062500e-01;1,139063e+00;5,648337e+01
sin;5,062500e-01;1,708594e+00;2,927946e+01
square;5,062500e-01;1,708594e+00;4,154675e+01
saw;5,062500e-01;1,708594e+00;4,285284e+01
sin;5,062500e-01;2,562891e+00;2,062344e+01
square;5,062500e-01;2,562891e+00;3,671776e+01
saw;5,062500e-01;2,562891e+00;3,352375e+01
sin;5,062500e-01;3,844336e+00;1,435827e+01
square;5,062500e-01;3,844336e+00;3,539507e+01
saw;5,062500e-01;3,844336e+00;2,808744e+01
sin;5,062500e-01;5,766504e+00;9,958275e+00
square;5,062500e-01;5,766504e+00;3,219525e+01
saw;5,062500e-01;5,766504e+00;2,419632e+01
sin;5,062500e-01;8,649756e+00;7,139023e+00
square;5,062500e-01;8,649756e+00;2,918421e+04
saw;5,062500e-01;8,649756e+00;1,163243e+02
sin;5,062500e-01;1,297463e+01;5,971875e+00
square;5,062500e-01;1,297463e+01;3,384013e+04
saw;5,062500e-01;1,297463e+01;3,348964e+04
sin;5,062500e-01;1,946195e+01;1,494403e+04
square;5,062500e-01;1,946195e+01;1,014116e+05
saw;5,062500e-01;1,946195e+01;5,669557e+04
