square,1.000000e-01,3.375000e-01,7.572482e+04
saw,1.000000e-01,3.375000e-01,7.572482e+04
sin,1.000000e-01,5.062500e-01,1.144976e+05
square,1.000000e-01,5.062500e-01,1.144976e+05
saw,1.000000e-01,5.062500e-01,1.144976e+05
sin,1.000000e-01,7.593750e-01,1.864333e+05
square,1.000000e-01,7.593750e-01,1.864333e+05
saw,1.000000e-01,7.593750e-01,1.864333e+05
sin,1.000000e-01,1.139063e+00,3.223609e+05
square,1.000000e-01,1.139063e+00,3.223609e+05
saw,1.000000e-01,1.139063e+00,3.223609e+05
sin,1.000000e-01,1.708594e+00,5.837787e+05
square,1.000000e-01,1.708594e+00,5.837787e+05
saw,1.000000e-01,1.708594e+00,5.837787e+05
sin,1.000000e-01,2.562891e+00,1.091762e+06
square,1.000000e-01,2.562891e+00,1.091762e+06
saw,1.000000e-01,2.562891e+00,1.091762e+06
sin,1.000000e-01,3.844336e+00,2.071817e+06
square,1.000000e-01,3.844336e+00,2.071817e+06
saw,1.000000e-01,3.844336e+00,2.071817e+06
sin,1.000000e-01,5.766504e+00,3.907645e+06
square,1.000000e-01,5.766504e+00,3.907645e+06
saw,1.000000e-01,5.766504e+00,3.907645e+06
sin,1.500000e-01,1.000000e-01,1.693785e+04
square,1.500000e-01,1.000000e-01,1.693785e+04
saw,1.500000e-01,1.000000e-01,1.693785e+04
sin,1.500000e-01,1.500000e-01,2.272578e+04
square,1.500000e-01,1.500000e-01,2.272578e+04
saw,1.500000e-01,1.500000e-01,2.272578e+04
sin,1.500000e-01,2.250000e-01,3.153445e+04
square,1.500000e-01,2.250000e-01,3.153445e+04
saw,1.500000e-01,2.250000e-01,3.153445e+04
sin,1.500000e-01,3.375000e-01,4.742678e+04
square,1.500000e-01,3.375000e-01,4.742678e+04
saw,1.500000e-01,3.375000e-01,4.742678e+04
sin,1.500000e-01,5.062500e-01,7.803341e+04
square,1.500000e-01,5.062500e-01,7.803341e+04
saw,1.500000e-01,5.062500e-01,7.803341e+04
sin,1.500000e-01,7.593750e-01,1.367257e+05
square,1.500000e-01,7.593750e-01,1.367257e+05
saw,1.500000e-01,7.593750e-01,1.367257e+05
sin,1.500000e-01,1.139063e+00,2.502693e+05
square,1.500000e-01,1.139063e+00,2.502693e+05
saw,1.500000e-01,1.139063e+00,2.502693e+05
sin,1.500000e-01,1.708594e+00,4.720012e+05
square,1.500000e-01,1.708594e+00,4.720012e+05
saw,1.500000e-01,1.708594e+00,4.720012e+05
sin,1.500000e-01,2.562891e+00,9.020389e+05
square,1.500000e-01,2.562891e+00,9.020389e+05
saw,1.500000e-01,2.562891e+00,9.020389e+05
sin,1.500000e-01,3.844336e+00,1.711576e+06
square,1.500000e-01,3.844336e+00,1.711576e+06
saw,1.500000e-01,3.844336e+00,1.711576e+06
sin,2.250000e-01,1.000000e-01,1.002167e+04
square,2.250000e-01,1.000000e-01,1.002167e+04
saw,2.250000e-01,1.000000e-01,1.002167e+04
sin,2.250000e-01,1.500000e-01,1.351535e+04
square,2.250000e-01,1.500000e-01,1.351535e+04
saw,2.250000e-01,1.500000e-01,1.351535e+04
sin,2.250000e-01,2.250000e-01,1.955374e+04
square,2.250000e-01,2.250000e-01,1.955374e+04
saw,2.250000e-01,2.250000e-01,1.955374e+04
sin,2.250000e-01,3.375000e-01,3.203176e+04
square,2.250000e-01,3.375000e-01,3.203176e+04
saw,2.250000e-01,3.375000e-01,3.203176e+04
sin,2.250000e-01,5.062500e-01,5.697505e+04
square,2.250000e-01,5.062500e-01,5.697505e+04
saw,2.250000e-01,5.062500e-01,5.697505e+04
sin,2.250000e-01,7.593750e-01,1.058126e+05
square,2.250000e-01,7.593750e-01,1.058126e+05
saw,2.250000e-01,7.593750e-01,1.058126e+05
sin,2.250000e-01,1.139063e+00,2.019309e+05
square,2.250000e-01,1.139063e+00,2.019309e+05
saw,2.250000e-01,1.139063e+00,2.019309e+05
sin,2.250000e-01,1.708594e+00,3.898008e+05
square,2.250000e-01,1.708594e+00,3.898008e+05
saw,2.250000e-01,1.708594e+00,3.898008e+05
sin,2.250000e-01,2.562891e+00,7.458510e+05
square,2.250000e-01,2.562891e+00,7.458510e+05
saw,2.250000e-01,2.562891e+00,7.458510e+05
sin,3.375000e-01,1.000000e-01,6.315530e+03
square,3.375000e-01,1.000000e-01,6.315530e+03
saw,3.375000e-01,1.000000e-01,6.315530e+03
sin,3.375000e-01,1.500000e-01,8.532748e+03
square,3.375000e-01,1.500000e-01,8.532748e+03
saw,3.375000e-01,1.500000e-01,8.532748e+03
sin,3.375000e-01,2.250000e-01,1.305516e+04
square,3.375000e-01,2.250000e-01,1.305516e+04
saw,3.375000e-01,2.250000e-01,1.305516e+04
sin,3.375000e-01,3.375000e-01,2.331345e+04
square,3.375000e-01,3.375000e-01,2.331345e+04
saw,3.375000e-01,3.375000e-01,2.331345e+04
sin,3.375000e-01,5.062500e-01,4.406792e+04
square,3.375000e-01,5.062500e-01,4.406792e+04
saw,3.375000e-01,5.062500e-01,4.406792e+04
sin,3.375000e-01,7.593750e-01,8.543515e+04
square,3.375000e-01,7.593750e-01,8.543515e+04
saw,3.375000e-01,7.593750e-01,8.543515e+04
sin,3.375000e-01,1.139063e+00,1.671421e+05
square,3.375000e-01,1.139063e+00,1.671421e+05
saw,3.375000e-01,1.139063e+00,1.671421e+05
sin,3.375000e-01,1.708594e+00,3.235394e+05
square,3.375000e-01,1.708594e+00,3.235394e+05
saw,3.375000e-01,1.708594e+00,3.235394e+05
sin,5.062500e-01,1.000000e-01,4.265817e+03
square,5.062500e-01,1.000000e-01,4.265817e+03
saw,5.062500e-01,1.000000e-01,4.265817e+03
sin,5.062500e-01,1.500000e-01,5.745122e+03
square,5.062500e-01,1.500000e-01,5.745122e+03
saw,5.062500e-01,1.500000e-01,5.745122e+03
sin,5.062500e-01,2.250000e-01,9.444478e+03
square,5.062500e-01,2.250000e-01,9.444478e+03
saw,5.062500e-01,2.250000e-01,9.444478e+03
sin,5.062500e-01,3.375000e-01,1.808781e+04
square,5.062500e-01,3.375000e-01,1.808781e+04
saw,5.062500e-01,3.375000e-01,1.808781e+04
sin,5.062500e-01,5.062500e-01,3.573666e+04
square,5.062500e-01,5.062500e-01,3.573666e+04
saw,5.062500e-01,5.062500e-01,3.573666e+04
sin,5.062500e-01,7.593750e-01,7.110172e+04
square,5.062500e-01,7.593750e-01,7.110172e+04
saw,5.062500e-01,7.593750e-01,7.110172e+04
sin,5.062500e-01,1.139063e+00,1.397360e+05
square,5.062500e-01,1.139063e+00,1.397360e+05
saw,5.062500e-01,1.139063e+00,1.397360e+05
sin,7.593750e-01,1.000000e-01,3.064481e+03
square,7.593750e-01,1.000000e-01,3.064481e+03
saw,7.593750e-01,1.000000e-01,3.064481e+03
sin,7.593750e-01,1.500000e-01,4.103119e+03
square,7.593750e-01,1.500000e-01,4.103119e+03
saw,7.593750e-01,1.500000e-01,4.103119e+03
sin,7.593750e-01,2.250000e-01,7.288155e+03
square,7.593750e-01,2.250000e-01,7.288155e+03
saw,7.593750e-01,2.250000e-01,7.288155e+03
sin,7.593750e-01,3.375000e-01,1.463623e+04
square,7.593750e-01,3.375000e-01,1.463623e+04
saw,7.593750e-01,3.375000e-01,1.463623e+04
sin,7.593750e-01,5.062500e-01,2.970362e+04
square,7.593750e-01,5.062500e-01,2.970362e+04
saw,7.593750e-01,5.062500e-01,2.970362e+04
sin,7.593750e-01,7.593750e-01,5.953866e+04
square,7.593750e-01,7.593750e-01,5.953866e+04
saw,7.593750e-01,7.593750e-01,5.953866e+04
saw,7.593750e-01,4.378939e+01,5.332230e+03
sin,1.139063e+00,1.000000e-01,2.324658e+03
square,1.139063e+00,1.000000e-01,2.324658e+03
saw,1.139063e+00,1.000000e-01,2.324658e+03
sin,1.139063e+00,1.500000e-01,3.088713e+03
square,1.139063e+00,1.500000e-01,3.088713e+03
saw,1.139063e+00,1.500000e-01,3.088713e+03
sin,1.139063e+00,2.250000e-01,5.830325e+03
square,1.139063e+00,2.250000e-01,5.830325e+03
saw,1.139063e+00,2.250000e-01,5.830325e+03
sin,1.139063e+00,3.375000e-01,1.201891e+04
square,1.139063e+00,3.375000e-01,1.201891e+04
saw,1.139063e+00,3.375000e-01,1.201891e+04
sin,1.139063e+00,5.062500e-01,2.457965e+04
square,1.139063e+00,5.062500e-01,2.457965e+04
saw,1.139063e+00,5.062500e-01,2.457965e+04
saw,1.139063e+00,2.919293e+01,2.321761e+03
saw,1.139063e+00,4.378939e+01,3.957850e+02
sin,1.708594e+00,1.000000e-01,1.856233e+03
square,1.708594e+00,1.000000e-01,1.856233e+03
saw,1.708594e+00,1.000000e-01,1.856233e+03
sin,1.708594e+00,1.500000e-01,2.447993e+03
square,1.708594e+00,1.500000e-01,2.447993e+03
saw,1.708594e+00,1.500000e-01,2.447993e+03
sin,1.708594e+00,2.250000e-01,4.797786e+03
square,1.708594e+00,2.250000e-01,4.797786e+03
saw,1.708594e+00,2.250000e-01,4.797786e+03
sin,1.708594e+00,3.375000e-01,9.847115e+03
square,1.708594e+00,3.375000e-01,9.847115e+03
saw,1.708594e+00,3.375000e-01,9.847115e+03
square,1.708594e+00,5.062500e-01,1.416740e+04
saw,1.708594e+00,1.297463e+01,1.586667e+03
saw,1.708594e+00,1.946195e+01,1.005957e+03
saw,1.708594e+00,4.378939e+01,5.458268e+04
sin,2.562891e+00,1.000000e-01,1.556733e+03
square,2.562891e+00,1.000000e-01,1.556733e+03
saw,2.562891e+00,1.000000e-01,1.556733e+03
sin,2.562891e+00,1.500000e-01,2.041218e+03
square,2.562891e+00,1.500000e-01,2.041218e+03
saw,2.562891e+00,1.500000e-01,2.041218e+03
sin,2.562891e+00,2.250000e-01,4.021872e+03
square,2.562891e+00,2.250000e-01,4.021872e+03
saw,2.562891e+00,2.250000e-01,4.021872e+03
square,2.562891e+00,3.375000e-01,6.205120e+03
saw,2.562891e+00,3.375000e-01,6.205120e+03
saw,2.562891e+00,1.297463e+01,4.173166e+02
saw,2.562891e+00,1.946195e+01,1.054589e+03
saw,2.562891e+00,2.919293e+01,2.068132e+04
sin,2.562891e+00,4.378939e+01,5.366520e+04
sin,3.844336e+00,1.000000e-01,1.368377e+03
square,3.844336e+00,1.000000e-01,1.368377e+03
saw,3.844336e+00,1.000000e-01,1.368377e+03
sin,3.844336e+00,1.500000e-01,1.816894e+03
square,3.844336e+00,1.500000e-01,1.816894e+03
saw,3.844336e+00,1.500000e-01,1.816894e+03
saw,3.844336e+00,2.250000e-01,2.892211e+03
saw,3.844336e+00,8.649756e+00,1.646983e+02
saw,3.844336e+00,1.297463e+01,6.288726e+03
saw,3.844336e+00,1.946195e+01,1.068105e+04
saw,3.844336e+00,2.919293e+01,7.767220e-01
saw,3.844336e+00,4.378939e+01,2.031961e-01
saw,5.766504e+00,1.000000e-01,4.196316e+02
saw,5.766504e+00,8.649756e+00,6.074386e+00
saw,5.766504e+00,1.297463e+01,5.724666e+03
saw,5.766504e+00,1.946195e+01,9.628173e+03
saw,5.766504e+00,2.919293e+01,6.704198e-02
sin,5.766504e+00,4.378939e+01,3.755459e+04
saw,5.766504e+00,4.378939e+01,3.755459e+04
square,8.649756e+00,1.000000e-01,4.665399e+01
saw,8.649756e+00,3.844336e+00,6.496848e+00
saw,8.649756e+00,5.766504e+00,1.983681e+03
saw,8.649756e+00,8.649756e+00,2.441756e-01
saw,8.649756e+00,1.297463e+01,5.505241e+03
saw,8.649756e+00,1.946195e+01,1.734865e-02
sin,8.649756e+00,2.919293e+01,1.971942e+04
saw,8.649756e+00,2.919293e+01,1.971942e+04
sin,8.649756e+00,4.378939e+01,3.578207e+04
saw,8.649756e+00,4.378939e+01,3.578207e+04
square,1.297463e+01,1.000000e-01,1.283904e+01
saw,1.297463e+01,8.649756e+00,3.305644e+03
saw,1.297463e+01,1.297463e+01,5.688016e+03
sin,1.297463e+01,1.946195e+01,1.224613e+04
saw,1.297463e+01,1.946195e+01,1.224613e+04
saw,1.297463e+01,2.919293e+01,9.642163e-04
sin,1.297463e+01,4.378939e+01,4.032305e+04
saw,1.297463e+01,4.378939e+01,4.032305e+04
square,1.946195e+01,1.000000e-01,4.214082e+00
square,1.946195e+01,1.500000e-01,4.342333e+00
square,1.946195e+01,2.250000e-01,1.874509e+02
square,1.946195e+01,3.375000e-01,7.183952e+00
square,1.946195e+01,5.062500e-01,1.059156e+01
square,1.946195e+01,7.593750e-01,1.398935e+01
square,1.946195e+01,1.139063e+00,1.165321e+00
square,1.946195e+01,1.708594e+00,1.143027e+01
square,1.946195e+01,2.562891e+00,2.495756e-02
square,1.946195e+01,3.844336e+00,1.433509e+03
sin,1.946195e+01,5.766504e+00,4.987499e+03
square,1.946195e+01,5.766504e+00,4.987499e+03
square,1.946195e+01,8.649756e+00,3.910115e+03
square,1.946195e+01,1.297463e+01,7.061032e+03
square,1.946195e+01,1.946195e+01,2.585693e-04
sin,1.946195e+01,2.919293e+01,2.399296e+04
square,1.946195e+01,2.919293e+01,2.399296e+04
sin,1.946195e+01,4.378939e+01,4.361231e+04
square,1.946195e+01,4.378939e+01,4.361231e+04
square,2.919293e+01,1.000000e-01,1.627142e+02
square,2.919293e+01,1.500000e-01,1.738250e+00
square,2.919293e+01,2.250000e-01,2.922938e+00
square,2.919293e+01,3.375000e-01,5.227478e+00
square,2.919293e+01,5.062500e-01,5.091386e+00
square,2.919293e+01,7.593750e-01,1.993715e-01
square,2.919293e+01,1.139063e+00,2.484217e-02
square,2.919293e+01,1.708594e+00,8.366856e+02
square,2.919293e+01,2.562891e+00,1.043147e+03
sin,2.919293e+01,3.844336e+00,6.665946e+03
square,2.919293e+01,3.844336e+00,6.665946e+03
sin,2.919293e+01,5.766504e+00,4.407511e+03
square,2.919293e+01,5.766504e+00,4.407511e+03
square,2.919293e+01,8.649756e+00,3.810053e+03
sin,2.919293e+01,1.297463e+01,8.478659e+03
square,2.919293e+01,1.297463e+01,8.478659e+03
sin,2.919293e+01,1.946195e+01,1.562840e+04
square,2.919293e+01,1.946195e+01,1.562840e+04
sin,2.919293e+01,2.919293e+01,2.429735e+04
square,2.919293e+01,2.919293e+01,2.429735e+04
sin,2.919293e+01,4.378939e+01,4.692909e+04
square,2.919293e+01,4.378939e+01,4.692909e+04
square,4.378939e+01,1.000000e-01,1.595798e+02
square,4.378939e+01,1.500000e-01,1.863207e+02
square,4.378939e+01,2.250000e-01,2.566132e+00
square,4.378939e+01,3.375000e-01,1.786092e-01
square,4.378939e+01,5.062500e-01,1.224344e+00
square,4.378939e+01,7.593750e-01,3.363671e+00
square,4.378939e+01,1.139063e+00,8.734944e+00
square,4.378939e+01,1.708594e+00,8.481924e+02
square,4.378939e+01,2.562891e+00,1.100108e+03
square,4.378939e+01,3.844336e+00,1.406525e+03
square,4.378939e+01,5.766504e+00,2.557143e+03
square,4.378939e+01,8.649756e+00,3.920626e+03
sin,4.378939e+01,1.297463e+01,7.527812e+03
square,4.378939e+01,1.297463e+01,7.527812e+03
sin,4.378939e+01,1.946195e+01,1.382534e+04
square,4.378939e+01,1.946195e+01,1.382534e+04
sin,4.378939e+01,2.919293e+01,2.318419e+04
square,4.378939e+01,2.919293e+01,2.318419e+04
sin,4.378939e+01,4.378939e+01,4.656236e+04
square,4.378939e+01,4.378939e+01,4.656236e+04
